T-1,T-2,T-3,T-24,T
6422.56776,6320.62224,5854.38516,6507.2106,5161.1868
5161.1868,6422.56776,6320.62224,6614.7678,5246.9208
5246.9208,5161.1868,6422.56776,6632.694,6241.4352
6241.4352,5246.9208,5161.1868,6184.07136,5831.00316
5831.00316,6241.4352,5246.9208,6075.57888,5658.444
5658.444,5831.00316,6241.4352,5967.0864,5692.7376
5692.7376,5658.444,5831.00316,6127.95456,5812.7652
5812.7652,5692.7376,5658.444,7441.08768,6500.81952
6500.81952,5812.7652,5692.7376,8115.8922,7442.02296
7442.02296,6500.81952,5812.7652,7390.2708,7353.639
7353.639,7442.02296,6500.81952,6546.96,6972.98004
6972.98004,7353.639,7442.02296,6677.43156,6540.41304
6540.41304,6972.98004,7353.639,6422.56776,5656.57344
5656.57344,6540.41304,6972.98004,5518.152,5743.86624
5743.86624,5656.57344,6540.41304,5534.36352,4870.93824
4870.93824,5743.86624,5656.57344,5220.10944,4731.26976
4731.26976,4870.93824,5743.86624,4905.85536,4597.36884
4597.36884,4731.26976,4870.93824,4958.23104,4456.45332
4456.45332,4597.36884,4731.26976,5150.2752,4791.12768
4791.12768,4456.45332,4597.36884,5335.14888,5178.64536
5178.64536,4791.12768,4456.45332,6116.7312,5827.88556
5827.88556,5178.64536,4791.12768,5854.38516,5199.22152
5199.22152,5827.88556,5178.64536,6320.62224,6439.55868
6439.55868,5199.22152,5827.88556,6422.56776,6550.0776
6550.0776,6439.55868,5199.22152,5161.1868,6430.05
6430.05,6550.0776,6439.55868,5246.9208,6371.595
6371.595,6430.05,6550.0776,6241.4352,6235.66764
6235.66764,6371.595,6430.05,5831.00316,5847.0588
5847.0588,6235.66764,6371.595,5658.444,5607.0036
5607.0036,5847.0588,6235.66764,5692.7376,5589.8568
5589.8568,5607.0036,5847.0588,5812.7652,5761.3248
5761.3248,5589.8568,5607.0036,6500.81952,7201.656
7201.656,5761.3248,5589.8568,7442.02296,7102.20456
7102.20456,7201.656,5761.3248,7353.639,7287.39
7287.39,7102.20456,7201.656,6972.98004,7232.52024
7232.52024,7287.39,7102.20456,6540.41304,6567.2244
6567.2244,7232.52024,7287.39,5656.57344,5952.12192
5952.12192,6567.2244,7232.52024,5743.86624,5363.8308
5363.8308,5952.12192,6567.2244,4870.93824,5324.8608
5324.8608,5363.8308,5952.12192,4731.26976,4967.27208
4967.27208,5324.8608,5363.8308,4597.36884,4932.0432
4932.0432,4967.27208,5324.8608,4456.45332,4797.9864
4797.9864,4932.0432,4967.27208,4791.12768,5011.23024
5011.23024,4797.9864,4932.0432,5178.64536,5294.62008
5294.62008,5011.23024,4797.9864,5827.88556,5935.9104
5935.9104,5294.62008,5011.23024,5199.22152,6378.6096
6378.6096,5935.9104,5294.62008,6439.55868,6395.7564
6395.7564,6378.6096,5935.9104,6550.0776,5287.4496
5287.4496,6395.7564,6378.6096,6430.05,5832.71784
5832.71784,5287.4496,6395.7564,6371.595,5270.61456
5270.61456,5832.71784,5287.4496,6235.66764,5097.276
5097.276,5270.61456,5832.71784,5847.0588,7630.48188
7630.48188,5097.276,5270.61456,5607.0036,7153.17732
7153.17732,7630.48188,5097.276,5589.8568,6626.4588
6626.4588,7153.17732,7630.48188,5761.3248,7493.1516
7493.1516,6626.4588,7153.17732,7201.656,7047.3348
7047.3348,7493.1516,6626.4588,7102.20456,6073.24068
6073.24068,7047.3348,7493.1516,7287.39,5727.18708
5727.18708,6073.24068,7047.3348,7232.52024,5484.94956
5484.94956,5727.18708,6073.24068,6567.2244,5412.1536
5412.1536,5484.94956,5727.18708,5952.12192,5307.40224
5307.40224,5412.1536,5484.94956,5363.8308,5255.02656
5255.02656,5307.40224,5412.1536,5324.8608,5272.48512
5272.48512,5255.02656,5307.40224,4967.27208,5246.9208
5246.9208,5272.48512,5255.02656,4932.0432,5437.0944
5437.0944,5246.9208,5272.48512,4797.9864,5673.40848
5673.40848,5437.0944,5246.9208,5011.23024,5687.59356
5687.59356,5673.40848,5437.0944,5294.62008,5821.02684
5821.02684,5687.59356,5673.40848,5935.9104,5799.67128
5799.67128,5821.02684,5687.59356,6378.6096,5606.06832
5606.06832,5799.67128,5821.02684,6395.7564,5808.0888
5808.0888,5606.06832,5799.67128,5287.4496,5454.55296
5454.55296,5808.0888,5606.06832,5832.71784,5454.08532
5454.08532,5454.55296,5808.0888,5270.61456,5415.73884
5415.73884,5454.08532,5454.55296,5097.276,5571.46296
5571.46296,5415.73884,5454.08532,7630.48188,6505.80768
6505.80768,5571.46296,5415.73884,7153.17732,6881.3226
6881.3226,6505.80768,5571.46296,6626.4588,7102.20456
7102.20456,6881.3226,6505.80768,7493.1516,7013.0412
7013.0412,7102.20456,6881.3226,7047.3348,6841.5732
6841.5732,7013.0412,7102.20456,6073.24068,6310.0224
6310.0224,6841.5732,7013.0412,5727.18708,5589.8568
5589.8568,6310.0224,6841.5732,5484.94956,5315.508
5315.508,5589.8568,6310.0224,5412.1536,5156.19864
5156.19864,5315.508,5589.8568,5307.40224,4923.31392
4923.31392,5156.19864,5315.508,5255.02656,5150.2752
5150.2752,4923.31392,5156.19864,5272.48512,5132.81664
5132.81664,5150.2752,4923.31392,5246.9208,5303.0376
5303.0376,5132.81664,5150.2752,5437.0944,6077.44944
6077.44944,5303.0376,5132.81664,5673.40848,5959.60416
5959.60416,6077.44944,5303.0376,5687.59356,6021.17676
6021.17676,5959.60416,6077.44944,5821.02684,5954.46012
5954.46012,6021.17676,5959.60416,5799.67128,5148.24876
5148.24876,5954.46012,6021.17676,5606.06832,5301.16704
5301.16704,5148.24876,5954.46012,5808.0888,5301.16704
5301.16704,5301.16704,5148.24876,5454.55296,4585.2102
4585.2102,5301.16704,5301.16704,5454.08532,4886.838
4886.838,4585.2102,5301.16704,5415.73884,4818.2508
4818.2508,4886.838,4585.2102,5571.46296,4886.838
4886.838,4818.2508,4886.838,6505.80768,7000.25904
7000.25904,4886.838,4818.2508,6881.3226,7204.15008
7204.15008,7000.25904,4886.838,7102.20456,7081.6284
7081.6284,7204.15008,7000.25904,7013.0412,7102.20456
7102.20456,7081.6284,7204.15008,6841.5732,7051.2318
7051.2318,7102.20456,7081.6284,6310.0224,5878.85832
5878.85832,7051.2318,7102.20456,5589.8568,5335.14888
5335.14888,5878.85832,7051.2318,5315.508,5394.69504
5394.69504,5335.14888,5878.85832,5156.19864,5185.19232
5185.19232,5394.69504,5335.14888,4923.31392,4983.17184
4983.17184,5185.19232,5394.69504,5150.2752,4152.6432
4152.6432,4983.17184,5185.19232,5132.81664,4663.9296
4663.9296,4152.6432,4983.17184,5303.0376,4848.49152
4848.49152,4663.9296,4152.6432,6077.44944,5824.92384
5824.92384,4848.49152,4663.9296,5959.60416,6048.76752
6048.76752,5824.92384,4848.49152,6021.17676,6207.1416
6207.1416,6048.76752,5824.92384,5954.46012,5551.82208
5551.82208,6207.1416,6048.76752,5148.24876,5980.80384
5980.80384,5551.82208,6207.1416,5301.16704,5720.95188
5720.95188,5980.80384,5551.82208,5301.16704,5622.90336
5622.90336,5720.95188,5980.80384,4585.2102,5707.07856
5707.07856,5622.90336,5720.95188,4886.838,5929.83108
5929.83108,5707.07856,5622.90336,4818.2508,5810.89464
5810.89464,5929.83108,5707.07856,4886.838,6224.2884
6224.2884,5810.89464,5929.83108,7000.25904,5932.7928
5932.7928,6224.2884,5810.89464,7204.15008,7218.8028
7218.8028,5932.7928,6224.2884,7081.6284,6765.34788
6765.34788,7218.8028,5932.7928,7102.20456,6869.16396
6869.16396,6765.34788,7218.8028,7051.2318,6350.08356
6350.08356,6869.16396,6765.34788,5878.85832,6021.33264
6021.33264,6350.08356,6869.16396,5335.14888,5604.19776
5604.19776,6021.33264,6350.08356,5394.69504,5429.61216
5429.61216,5604.19776,6021.33264,5185.19232,5202.65088
5202.65088,5429.61216,5604.19776,4983.17184,4896.81432
4896.81432,5202.65088,5429.61216,4152.6432,4703.05548
4703.05548,4896.81432,5202.65088,4663.9296,4888.3968
4888.3968,4703.05548,4896.81432,4848.49152,5366.9484
5366.9484,4888.3968,4703.05548,5824.92384,5946.822
5946.822,5366.9484,4888.3968,6048.76752,6087.114
6087.114,5946.822,5366.9484,6207.1416,6177.05676
6177.05676,6087.114,5946.822,5551.82208,5946.822
5946.822,6177.05676,6087.114,5980.80384,5774.41872
5774.41872,5946.822,6177.05676,5720.95188,5131.25784
5131.25784,5774.41872,5946.822,5622.90336,4989.7188
4989.7188,5131.25784,5774.41872,5707.07856,5115.35808
5115.35808,4989.7188,5131.25784,5929.83108,5234.4504
5234.4504,5115.35808,4989.7188,5810.89464,5377.86
5377.86,5234.4504,5115.35808,6224.2884,5516.90496
5516.90496,5377.86,5234.4504,5932.7928,6005.74464
6005.74464,5516.90496,5377.86,7218.8028,5935.9104
5935.9104,6005.74464,5516.90496,6765.34788,6040.66176
6040.66176,5935.9104,6005.74464,6869.16396,6073.24068
6073.24068,6040.66176,5935.9104,6350.08356,6018.5268
6018.5268,6073.24068,6040.66176,6021.33264,5658.444
5658.444,6018.5268,6073.24068,5604.19776,5220.10944
5220.10944,5658.444,6018.5268,5429.61216,4723.63164
4723.63164,5220.10944,5658.444,5202.65088,4643.97696
4643.97696,4723.63164,5220.10944,4896.81432,4773.51324
4773.51324,4643.97696,4723.63164,4703.05548,4678.89408
4678.89408,4773.51324,4643.97696,4888.3968,4720.66992
4720.66992,4678.89408,4773.51324,5366.9484,4740.46668
4740.46668,4720.66992,4678.89408,5946.822,5012.3214
5012.3214,4740.46668,4720.66992,6087.114,5084.18208
5084.18208,5012.3214,4740.46668,6177.05676,5067.34704
5067.34704,5084.18208,5012.3214,5946.822,5134.6872
5134.6872,5067.34704,5084.18208,5774.41872,5016.84192
5016.84192,5134.6872,5067.34704,5131.25784,5097.276
5097.276,5016.84192,5134.6872,4989.7188,4553.56656
4553.56656,5097.276,5016.84192,5115.35808,4561.0488
4561.0488,4553.56656,5097.276,5234.4504,4571.181
4571.181,4561.0488,4553.56656,5377.86,4678.7382
4678.7382,4571.181,4561.0488,5516.90496,4804.2216
4804.2216,4678.7382,4571.181,6005.74464,5447.07072
5447.07072,4804.2216,4678.7382,5935.9104,5530.93416
5530.93416,5447.07072,4804.2216,6040.66176,5865.60852
5865.60852,5530.93416,5447.07072,6073.24068,5579.88048
5579.88048,5865.60852,5530.93416,6018.5268,5575.0482
5575.0482,5579.88048,5865.60852,5658.444,5270.3028
5270.3028,5575.0482,5579.88048,5220.10944,4888.3968
4888.3968,5270.3028,5575.0482,4723.63164,4286.7
4286.7,4888.3968,5270.3028,4643.97696,4012.3512
4012.3512,4286.7,4888.3968,4773.51324,4312.26432
4312.26432,4012.3512,4286.7,4678.89408,4417.01568
4417.01568,4312.26432,4012.3512,4720.66992,4556.68416
4556.68416,4417.01568,4312.26432,4740.46668,4783.64544
4783.64544,4556.68416,4417.01568,5012.3214,5062.9824
5062.9824,4783.64544,4556.68416,5084.18208,5132.81664
5132.81664,5062.9824,4783.64544,5067.34704,5202.65088
5202.65088,5132.81664,5062.9824,5134.6872,5235.69744
5235.69744,5202.65088,5132.81664,5016.84192,5318.15796
5318.15796,5235.69744,5202.65088,5097.276,5233.20336
5233.20336,5318.15796,5235.69744,4553.56656,4944.35772
4944.35772,5233.20336,5318.15796,4561.0488,4842.4122
4842.4122,4944.35772,5233.20336,4571.181,4638.52116
4638.52116,4842.4122,4944.35772,4678.7382,4672.503
4672.503,4638.52116,4842.4122,4804.2216,4281.71184
4281.71184,4672.503,4638.52116,5447.07072,5691.9582
5691.9582,4281.71184,4672.503,5530.93416,6235.66764
6235.66764,5691.9582,4281.71184,5865.60852,6021.33264
6021.33264,6235.66764,5691.9582,5579.88048,6211.66212
6211.66212,6021.33264,6235.66764,5575.0482,5865.60852
5865.60852,6211.66212,6021.33264,5270.3028,5604.19776
5604.19776,5865.60852,6211.66212,4888.3968,5231.48868
5231.48868,5604.19776,5865.60852,4286.7,4914.42876
4914.42876,5231.48868,5604.19776,4012.3512,4843.971
4843.971,4914.42876,5231.48868,4312.26432,4703.05548
4703.05548,4843.971,4914.42876,4417.01568,4691.36448
4691.36448,4703.05548,4843.971,4556.68416,4709.1348
4709.1348,4691.36448,4703.05548,4783.64544,4655.82384
4655.82384,4709.1348,4691.36448,5062.9824,5348.86632
5348.86632,4655.82384,4709.1348,5132.81664,5267.1852
5267.1852,5348.86632,4655.82384,5202.65088,5046.30324
5046.30324,5267.1852,5348.86632,5235.69744,5590.01268
5590.01268,5046.30324,5267.1852,5318.15796,5539.03992
5539.03992,5590.01268,5046.30324,5233.20336,6694.42248
6694.42248,5539.03992,5590.01268,4944.35772,5318.15796
5318.15796,6694.42248,5539.03992,4842.4122,5335.14888
5335.14888,5318.15796,6694.42248,4638.52116,5250.19428
5250.19428,5335.14888,5318.15796,4672.503,5246.9208
5246.9208,5250.19428,5335.14888,4281.71184,5332.6548
5332.6548,5246.9208,5250.19428,5691.9582,6327.1692
6327.1692,5332.6548,5246.9208,6235.66764,6388.58592
6388.58592,6327.1692,5332.6548,6021.33264,6541.5042
6541.5042,6388.58592,6327.1692,6211.66212,6388.58592
6388.58592,6541.5042,6388.58592,5865.60852,6286.6404
6286.6404,6388.58592,6541.5042,5604.19776,5727.0312
5727.0312,6286.6404,6388.58592,5231.48868,5454.08532
5454.08532,5727.0312,6286.6404,4914.42876,5115.35808
5115.35808,5454.08532,5727.0312,4843.971,4940.77248
4940.77248,5115.35808,5454.08532,4703.05548,4958.23104
4958.23104,4940.77248,5115.35808,4691.36448,5010.60672
5010.60672,4958.23104,4940.77248,4709.1348,5028.06528
5028.06528,5010.60672,4958.23104,4655.82384,5167.73376
5167.73376,5028.06528,5010.60672,5348.86632,5369.13072
5369.13072,5167.73376,5028.06528,5267.1852,5386.12164
5386.12164,5369.13072,5167.73376,5046.30324,5335.14888
5335.14888,5386.12164,5369.13072,5590.01268,5454.55296
5454.55296,5335.14888,5386.12164,5539.03992,5437.71792
5437.71792,5454.55296,5335.14888,6694.42248,5538.72816
5538.72816,5437.71792,5454.55296,5318.15796,5252.53248
5252.53248,5538.72816,5437.71792,5335.14888,5303.0376
5303.0376,5252.53248,5538.72816,5250.19428,5218.8624
5218.8624,5303.0376,5252.53248,5246.9208,5352.1398
5352.1398,5218.8624,5303.0376,5332.6548,5505.05808
5505.05808,5352.1398,5218.8624,6327.1692,6541.5042
6541.5042,5505.05808,5352.1398,6388.58592,7238.13192
7238.13192,6541.5042,5505.05808,6541.5042,7255.12284
7255.12284,7238.13192,6541.5042,6388.58592,7133.0688
7133.0688,7255.12284,7238.13192,6286.6404,6610.55904
6610.55904,7133.0688,7255.12284,5727.0312,5915.646
5915.646,6610.55904,7133.0688,5454.08532,5879.7936
5879.7936,5915.646,6610.55904,5115.35808,5270.3028
5270.3028,5879.7936,5915.646,4940.77248,5324.0814
5324.0814,5270.3028,5879.7936,4958.23104,5207.63904
5207.63904,5324.0814,5270.3028,5010.60672,5388.45984
5388.45984,5207.63904,5324.0814,5028.06528,5726.71944
5726.71944,5388.45984,5207.63904,5167.73376,5872.62312
5872.62312,5726.71944,5388.45984,5369.13072,6930.4248
6930.4248,5872.62312,5726.71944,5386.12164,6060.6144
6060.6144,6930.4248,5872.62312,5335.14888,5622.90336
5622.90336,6060.6144,6930.4248,5454.55296,5912.84016
5912.84016,5622.90336,6060.6144,5437.71792,6127.95456
6127.95456,5912.84016,5622.90336,5538.72816,5114.26692
5114.26692,6127.95456,5912.84016,5252.53248,5012.3214
5012.3214,5114.26692,6127.95456,5303.0376,4852.5444
4852.5444,5012.3214,5114.26692,5218.8624,4774.44852
4774.44852,4852.5444,5012.3214,5352.1398,4876.39404
4876.39404,4774.44852,4852.5444,5505.05808,4831.65648
4831.65648,4876.39404,4774.44852,6541.5042,7747.85952
7747.85952,4831.65648,4876.39404,7238.13192,7934.75964
7934.75964,7747.85952,4831.65648,7255.12284,7968.74148
7968.74148,7934.75964,7747.85952,7133.0688,7068.22272
7068.22272,7968.74148,7934.75964,6610.55904,6817.25592
6817.25592,7068.22272,7968.74148,5915.646,6529.50144
6529.50144,6817.25592,7068.22272,5879.7936,5988.28608
5988.28608,6529.50144,6817.25592,5270.3028,5534.36352
5534.36352,5988.28608,6529.50144,5324.0814,5202.65088
5202.65088,5534.36352,5988.28608,5207.63904,5115.35808
5115.35808,5202.65088,5534.36352,5388.45984,5188.93344
5188.93344,5115.35808,5202.65088,5726.71944,5331.096
5331.096,5188.93344,5115.35808,5872.62312,6095.21976
6095.21976,5331.096,5188.93344,6930.4248,7000.25904
7000.25904,6095.21976,5331.096,6060.6144,6666.67584
6666.67584,7000.25904,6095.21976,5622.90336,6161.62464
6161.62464,6666.67584,7000.25904,5912.84016,5740.74864
5740.74864,6161.62464,6666.67584,6127.95456,6666.67584
6666.67584,5740.74864,6161.62464,5114.26692,7374.05928
7374.05928,6666.67584,5740.74864,5012.3214,6694.42248
6694.42248,7374.05928,6666.67584,4852.5444,6350.08356
6350.08356,6694.42248,7374.05928,4774.44852,6515.784
6515.784,6350.08356,6694.42248,4876.39404,6498.6372
6498.6372,6515.784,6350.08356,4831.65648,6652.9584
6652.9584,6498.6372,6515.784,7747.85952,8080.35156
8080.35156,6652.9584,6498.6372,7934.75964,8755.15608
8755.15608,8080.35156,6652.9584,7968.74148,8504.8128
8504.8128,8755.15608,8080.35156,7068.22272,8305.2864
8305.2864,8504.8128,8755.15608,6817.25592,7000.88256
7000.88256,8305.2864,8504.8128,6529.50144,6791.37984
6791.37984,7000.88256,8305.2864,5988.28608,6442.20864
6442.20864,6791.37984,7000.88256,5534.36352,5548.5486
5548.5486,6442.20864,6791.37984,5202.65088,5460.4764
5460.4764,5548.5486,6442.20864,5115.35808,5604.19776
5604.19776,5460.4764,5548.5486,5188.93344,5689.46412
5689.46412,5604.19776,5460.4764,5331.096,5953.68072
5953.68072,5689.46412,5604.19776,6095.21976,6217.89732
6217.89732,5953.68072,5689.46412,7000.25904,6961.6008
6961.6008,6217.89732,5953.68072,6666.67584,7153.17732
7153.17732,6961.6008,6217.89732,6161.62464,6303.63132
6303.63132,7153.17732,6961.6008,5740.74864,6235.66764
6235.66764,6303.63132,7153.17732,6666.67584,5727.0312
5727.0312,6235.66764,6303.63132,7374.05928,5709.8844
5709.8844,5727.0312,6235.66764,6694.42248,5674.96728
5674.96728,5709.8844,5727.0312,6350.08356,5759.92188
5759.92188,5674.96728,5709.8844,6515.784,5298.3612
5298.3612,5759.92188,5674.96728,6498.6372,5418.3888
5418.3888,5298.3612,5759.92188,6652.9584,7204.15008
7204.15008,5418.3888,5298.3612,8080.35156,8436.2256
8436.2256,7204.15008,5418.3888,8755.15608,8487.666
8487.666,8436.2256,7204.15008,8504.8128,8470.5192
8470.5192,8487.666,8436.2256,8305.2864,8121.65976
8121.65976,8470.5192,8487.666,7000.88256,7255.12284
7255.12284,8121.65976,8470.5192,6791.37984,7887.528
7887.528,7255.12284,8121.65976,6442.20864,5864.2056
5864.2056,7887.528,7255.12284,5548.5486,5761.79244
5761.79244,5864.2056,7887.528,5460.4764,5636.6208
5636.6208,5761.79244,5864.2056,5604.19776,5442.86196
5442.86196,5636.6208,5761.79244,5689.46412,5384.40696
5384.40696,5442.86196,5636.6208,5953.68072,5846.43528
5846.43528,5384.40696,5442.86196,6217.89732,6004.02996
6004.02996,5846.43528,5384.40696,6961.6008,6817.25592
6817.25592,6004.02996,5846.43528,7153.17732,7161.43896
7161.43896,6817.25592,6004.02996,6303.63132,6412.9032
6412.9032,7161.43896,6817.25592,6235.66764,6550.0776
6550.0776,6412.9032,7161.43896,5727.0312,5281.2144
5281.2144,6550.0776,6412.9032,5709.8844,5212.6272
5212.6272,5281.2144,6550.0776,5674.96728,5052.38256
5052.38256,5212.6272,5281.2144,5759.92188,4827.44772
4827.44772,5052.38256,5212.6272,5298.3612,4783.9572
4783.9572,4827.44772,5052.38256,5418.3888,4852.5444
4852.5444,4783.9572,4827.44772,7204.15008,4869.6912
4869.6912,4852.5444,4783.9572,8436.2256,7956.1152
7956.1152,4869.6912,4852.5444,8487.666,7730.8686
7730.8686,7956.1152,4869.6912,8470.5192,7713.87768
7713.87768,7730.8686,7956.1152,8121.65976,7543.96848
7543.96848,7713.87768,7730.8686,7255.12284,6869.16396
6869.16396,7543.96848,7713.87768,7887.528,5900.8374
5900.8374,6869.16396,7543.96848,5864.2056,5178.64536
5178.64536,5900.8374,6869.16396,5761.79244,5011.23024
5011.23024,5178.64536,5900.8374,5636.6208,4993.45992
4993.45992,5011.23024,5178.64536,5442.86196,4904.60832
4904.60832,4993.45992,5011.23024,5384.40696,4797.9864
4797.9864,4904.60832,4993.45992,5846.43528,5029.00056
5029.00056,4797.9864,4904.60832,6004.02996,5722.04304
5722.04304,5029.00056,4797.9864,6817.25592,7125.89832
7125.89832,5722.04304,5029.00056,7161.43896,6966.2772
6966.2772,7125.89832,5722.04304,6412.9032,6035.6736
6035.6736,6966.2772,7125.89832,6550.0776,6035.6736
6035.6736,6035.6736,6966.2772,5281.2144,3926.6172
3926.6172,6035.6736,6035.6736,5212.6272,5058.306
5058.306,3926.6172,6035.6736,5052.38256,4921.1316
4921.1316,5058.306,3926.6172,4827.44772,4663.9296
4663.9296,4921.1316,5058.306,4783.9572,4475.3148
4475.3148,4663.9296,4921.1316,4852.5444,4698.2232
4698.2232,4475.3148,4663.9296,4869.6912,4766.8104
4766.8104,4698.2232,4475.3148,7956.1152,7577.95032
7577.95032,4766.8104,4698.2232,7730.8686,7459.01388
7459.01388,7577.95032,4766.8104,7713.87768,7357.06836
7357.06836,7459.01388,7577.95032,7543.96848,7197.91488
7197.91488,7357.06836,7459.01388,6869.16396,6038.63532
6038.63532,7197.91488,7357.06836,5900.8374,5425.24752
5425.24752,6038.63532,7197.91488,5178.64536,5178.64536
5178.64536,5425.24752,6038.63532,5011.23024,4691.36448
4691.36448,5178.64536,5425.24752,4993.45992,4579.7544
4579.7544,4691.36448,5178.64536,4904.60832,4602.51288
4602.51288,4579.7544,4691.36448,4797.9864,4638.05352
4638.05352,4602.51288,4579.7544,5029.00056,5045.52384
5045.52384,4638.05352,4602.51288,5722.04304,5502.25224
5502.25224,5045.52384,4638.05352,7125.89832,7699.6926
7699.6926,5502.25224,5045.52384,6966.2772,6711.4134
6711.4134,7699.6926,5502.25224,6035.6736,5812.7652
5812.7652,6711.4134,7699.6926,6035.6736,5984.2332
5984.2332,5812.7652,6711.4134,3926.6172,6039.41472
6039.41472,5984.2332,5812.7652,5058.306,4536.57564
4536.57564,6039.41472,5984.2332,4921.1316,4468.61196
4468.61196,4536.57564,6039.41472,4663.9296,4298.70276
4298.70276,4468.61196,4536.57564,4475.3148,3839.94792
3839.94792,4298.70276,4468.61196,4698.2232,4412.1834
4412.1834,3839.94792,4298.70276,4766.8104,5812.7652
5812.7652,4412.1834,3839.94792,7577.95032,6915.30444
6915.30444,5812.7652,4412.1834,7459.01388,7306.0956
7306.0956,6915.30444,5812.7652,7357.06836,7136.1864
7136.1864,7306.0956,6915.30444,7197.91488,6835.02624
6835.02624,7136.1864,7306.0956,6038.63532,6346.81008
6346.81008,6835.02624,7136.1864,5425.24752,6195.29472
6195.29472,6346.81008,6835.02624,5178.64536,5969.4246
5969.4246,6195.29472,6346.81008,4691.36448,5307.40224
5307.40224,5969.4246,6195.29472,4579.7544,4870.93824
4870.93824,5307.40224,5969.4246,4602.51288,4486.84992
4486.84992,4870.93824,5307.40224,4638.05352,4207.51296
4207.51296,4486.84992,4870.93824,5045.52384,4269.5532
4269.5532,4207.51296,4486.84992,5502.25224,5196.2598
5196.2598,4269.5532,4207.51296,7699.6926,5442.86196
5442.86196,5196.2598,4269.5532,6711.4134,5812.7652
5812.7652,5442.86196,5196.2598,5812.7652,5641.2972
5641.2972,5812.7652,5442.86196,5984.2332,5795.6184
5795.6184,5641.2972,5812.7652,6039.41472,5590.01268
5590.01268,5795.6184,5641.2972,4536.57564,5556.03084
5556.03084,5590.01268,5795.6184,4468.61196,5235.69744
5235.69744,5556.03084,5590.01268,4298.70276,4781.15136
4781.15136,5235.69744,5556.03084,3839.94792,4663.30608
4663.30608,4781.15136,5235.69744,4412.1834,4655.51208
4655.51208,4663.30608,4781.15136,5812.7652,4915.83168
4915.83168,4655.51208,4663.30608,6915.30444,6978.7476
6978.7476,4915.83168,4655.51208,7306.0956,7272.11376
7272.11376,6978.7476,4915.83168,7136.1864,6927.3072
6927.3072,7272.11376,6978.7476,6835.02624,5264.0676
5264.0676,6927.3072,7272.11376,6346.81008,6043.77936
6043.77936,5264.0676,6927.3072,6195.29472,5757.58368
5757.58368,6043.77936,5264.0676,5969.4246,5727.18708
5727.18708,5757.58368,6043.77936,5307.40224,5289.94368
5289.94368,5727.18708,5757.58368,4870.93824,5062.9824
5062.9824,5289.94368,5727.18708,4486.84992,4713.8112
4713.8112,5062.9824,5289.94368,4207.51296,4678.89408
4678.89408,4713.8112,5062.9824,4269.5532,4905.85536
4905.85536,4678.89408,4713.8112,5196.2598,5182.2306
5182.2306,4905.85536,4678.89408,5442.86196,6371.595
6371.595,5182.2306,4905.85536,5812.7652,6155.7012
6155.7012,6371.595,5182.2306,5641.2972,6378.6096
6378.6096,6155.7012,6371.595,5795.6184,5986.72728
5986.72728,6378.6096,6155.7012,5590.01268,5607.0036
5607.0036,5986.72728,6378.6096,5556.03084,5264.0676
5264.0676,5607.0036,5986.72728,5235.69744,5260.01472
5260.01472,5264.0676,5607.0036,4781.15136,5144.04
5144.04,5260.01472,5264.0676,4663.30608,4646.7828
4646.7828,5144.04,5260.01472,4655.51208,4543.902
4543.902,4646.7828,5144.04,4915.83168,5115.35808
5115.35808,4543.902,4646.7828,6978.7476,7419.888
7419.888,5115.35808,4543.902,7272.11376,7611.93216
7611.93216,7419.888,5115.35808,6927.3072,7437.34656
7437.34656,7611.93216,7419.888,5264.0676,6983.424
6983.424,7437.34656,7611.93216,6043.77936,6337.45728
6337.45728,6983.424,7437.34656,5757.58368,5115.35808
5115.35808,6337.45728,6983.424,5727.18708,4696.35264
4696.35264,5115.35808,6337.45728,5289.94368,4591.60128
4591.60128,4696.35264,5115.35808,5062.9824,4315.5378
4315.5378,4591.60128,4696.35264,4713.8112,4051.3212
4051.3212,4315.5378,4591.60128,4678.89408,4190.0544
4190.0544,4051.3212,4315.5378,4905.85536,4469.39136
4469.39136,4190.0544,4051.3212,5182.2306,4783.9572
4783.9572,4469.39136,4190.0544,6371.595,6150.71304
6150.71304,4783.9572,4469.39136,6155.7012,6932.29536
6932.29536,6150.71304,4783.9572,6378.6096,6949.28628
6949.28628,6932.29536,6150.71304,5986.72728,5744.178
5744.178,6949.28628,6932.29536,5607.0036,5161.1868
5161.1868,5744.178,6949.28628,5264.0676,5075.4528
5075.4528,5161.1868,5744.178,5260.01472,4886.838
4886.838,5075.4528,5161.1868,5144.04,4766.8104
4766.8104,4886.838,5075.4528,4646.7828,4663.9296
4663.9296,4766.8104,4886.838,4543.902,4792.84236
4792.84236,4663.9296,4766.8104,5115.35808,4827.44772
4827.44772,4792.84236,4663.9296,7419.888,7111.40148
7111.40148,4827.44772,4792.84236,7611.93216,7646.84928
7646.84928,7111.40148,4827.44772,7437.34656,7232.52024
7232.52024,7646.84928,7111.40148,6983.424,6755.8392
6755.8392,7232.52024,7646.84928,6337.45728,6678.83448
6678.83448,6755.8392,7232.52024,5115.35808,6354.91584
6354.91584,6678.83448,6755.8392,4696.35264,5866.07616
5866.07616,6354.91584,6678.83448,4591.60128,5586.7392
5586.7392,5866.07616,6354.91584,4315.5378,4914.42876
4914.42876,5586.7392,5866.07616,4051.3212,4262.69448
4262.69448,4914.42876,5586.7392,4190.0544,4300.41744
4300.41744,4262.69448,4914.42876,4469.39136,4491.6822
